filename,sentence,noun,adjective,distance
Bermudez_narciso.xml,"Lloras, si estoy llorando, y si riendo dientes me enseñas perlas, risa flores, y por señas, mis señas respondiendo alternamos requiebros, y favores; lisonjero cristal, me estás haciendo cuando ternezas, yo, dulces amores, y aunque premias así míseras quejas, jamás hiere tu voz blandas orejas.",voz,orejas,2
Bermudez_narciso.xml,"Piedad niega al marfil, golpes coloran púrpura trechos cándida manzana, salpicados rubís pámpanos lloran, que esmeralda racimos fingen grana; y luego que lisonjas le enamoran retratando las aguas su mañana, sin poder reportar congoja fiera, divertida al calor, es blanda cera.",congoja,divertida,3
Bermudez_narciso.xml,"Tú, peña vivirás, y él, flor pequeña destroncado será en purpúrea Aurora, en ti, la eternidad la fama empeña, y en él, el proprio amor, aun no edad, ora vive monte inmortal, gózate peña burlando juventud, que en flor se llora, eso heroica virtud vive, eso adquiere, y así descuido humano, planta muere.",flor,destroncado,2
Bermudez_narciso.xml,"Unos lloran su edad, otros flor cantan su juventud fragante en margen verde, cuyos humos al aire se levantan, que en su vago cristal los cobra y pierde; todos juntos al fin el caso espantan, y él, sin que edad mortal jamás acuerde, lisonja es de la fuente lilio hermoso, siempre amante de sí, siempre celoso.",fuente,hermoso,2
Bermudez_narciso.xml,"Multitud vaneció la selva umbrosa, solo quedó Narciso, mas mentido a procesión en copia religiosa, el sátiro vengarse ha pretendido, vil quiere destroncar lisonja hermosa, que a requiebros olor, enternecido el líquido cristal, parar quería, que riéndose dél, al mar corría.",requiebros,enternecido,3
Bermudez_narciso.xml,"Falso probó cortar lilio flamante sacrílega venganza en flor divina, que siempre el pernicioso, el ignorante estraga la virtud y la doctrina; mas apenas llegó, cuando diamante engrifada la fuente cristalina pedazos de cristal le tiró, tiernos aljófares quebrándose en sus cuernos.",fuente,pedazos,2
Bermudez_narciso.xml,"Huyó el sátiro vil alborotado, el lilio blasfemando vengativo (que cuando es sabio estudio profanado, brota entonces espíritu más vivo) Narciso de sí mismo enamorado venerando quedó el cristal nativo, y de ver que le burla, y le desdeña lamentándose está su amante peña.",espíritu,vivo,2
Bocangel_leandro.xml,"Oh tú, que la madeja inobediente de oro libre coronas con estrellas, Melpómene inmortal, en cuya frente su esplendor eternizan las más bellas: díctame de tu espíritu elocuente furor con que las almas atropellas; hiere con tu marfil el nervio grave, quéjese el nervio en cántico süave.",espíritu,furor,2
Bocangel_leandro.xml,"Dime de aquel intrépido y constante joven la historia que olvidó el olvido; dime de aquella virgen naufragante más con el alma que el garzón de Abido, por quien clama a las ondas de Atamante: «Ondas, volvedme el líquido marido, cuya amorosa llama se sospecha en el mar, en el mar, aún no deshecha».",joven,intrépido,3
Bocangel_leandro.xml,"Deja alentar la envidia; calla en cuanto te labra honor su artífice desvelo; escucha en tanto que en su ciego abismo eterno yaces, renaciendo el mismo.",abismo,yaces,2
Bocangel_leandro.xml,"Yace allí, donde más se ilustra el día, la garganta voraz del Ponto aleve que distingue con bárbara armonía de Europa al Asia por espacio breve; penado vaso de ponzoña fría al navegante que sus ondas bebe, después, en el Euxino mar, dilata selvas de vidro o páramos de plata.",garganta,fría,22
Bocangel_leandro.xml,"Ninguno el golpe del amor recibe en alma propia, en propia sí figura, o cada cual, para dolor más fuerte, aguarda con dos almas una muerte.",dolor,fuerte,2
Bocangel_leandro.xml,"De la ninfa gentil bañan el cuello hiladas ondas que produce el oro de Arabia más feliz; de su cabello se esconde el sol con célebre decoro; matan sus rayos, y el morir es bello; roban, y dan, robando, su tesoro; vivifican sus ojos, y la vida tiene la mayor parte de homicida.",cuello,ondas,2
Bocangel_leandro.xml,"De la ninfa gentil bañan el cuello hiladas ondas que produce el oro de Arabia más feliz; de su cabello se esconde el sol con célebre decoro; matan sus rayos, y el morir es bello; roban, y dan, robando, su tesoro; vivifican sus ojos, y la vida tiene la mayor parte de homicida.",oro,feliz,4
Bocangel_leandro.xml,"Tal entre rayos de nativa espina en muda soledad vive la rosa la edad de un sol y, cuando el sol declina, no espira, aunque desmaya temerosa.",rayos,espina,3
Bocangel_leandro.xml,"Relevantes estatuas hay algunas que burlan la atención, después la mano; finge el bulto vivaz artificioso voluntario sosiego, no forzoso.",bulto,artificioso,2
Bocangel_leandro.xml,"Relevantes estatuas hay algunas que burlan la atención, después la mano; finge el bulto vivaz artificioso voluntario sosiego, no forzoso.",bulto,sosiego,4
Bocangel_leandro.xml,"Relevantes estatuas hay algunas que burlan la atención, después la mano; finge el bulto vivaz artificioso voluntario sosiego, no forzoso.",bulto,forzoso,7
Bocangel_leandro.xml,"Osténtase en la inmensa pesadumbre labrado friso, dibujada trabe, dórico jaspe y, con pesada lumbre, bronce que al oro debe lo süave; de este metal se miran en la cumbre selladas puertas donde el dios más grave (tanto lucen y suenan) hace ensayos de los horrendos truenos y los rayos.",pesadumbre,friso,2
Bocangel_leandro.xml,"Osténtase en la inmensa pesadumbre labrado friso, dibujada trabe, dórico jaspe y, con pesada lumbre, bronce que al oro debe lo süave; de este metal se miran en la cumbre selladas puertas donde el dios más grave (tanto lucen y suenan) hace ensayos de los horrendos truenos y los rayos.",pesadumbre,dibujada,4
Bocangel_leandro.xml,"Osténtase en la inmensa pesadumbre labrado friso, dibujada trabe, dórico jaspe y, con pesada lumbre, bronce que al oro debe lo süave; de este metal se miran en la cumbre selladas puertas donde el dios más grave (tanto lucen y suenan) hace ensayos de los horrendos truenos y los rayos.",pesadumbre,dórico,7
Bocangel_leandro.xml,"Osténtase en la inmensa pesadumbre labrado friso, dibujada trabe, dórico jaspe y, con pesada lumbre, bronce que al oro debe lo süave; de este metal se miran en la cumbre selladas puertas donde el dios más grave (tanto lucen y suenan) hace ensayos de los horrendos truenos y los rayos.",dios,grave,2
Bocangel_leandro.xml,"Del metal superior lámina rica, vestido de su afecto, ocupa Orfeo; en cuanto calla más, mejor se explica, porque es muda retórica el deseo.",metal,lámina,2
Bocangel_leandro.xml,"Del metal superior lámina rica, vestido de su afecto, ocupa Orfeo; en cuanto calla más, mejor se explica, porque es muda retórica el deseo.",metal,vestido,5
Bocangel_leandro.xml,"En vivas ondas de funesta plata en estampa diversa está Narciso, que en su líquida efigie se desata; tanto se aborreció como se quiso.",plata,diversa,3
Bocangel_leandro.xml,"Tres veces grados diez están primero que el trono que de nubes se corona; su capitel, o cúpula de acero, o los mobles impide o los perdona.",capitel,primero,11
Bocangel_leandro.xml,"Venus tu aliento con su boca observa, muerte inmortal en tu desmayo elige; tu labio con su mano cierra y toca porque el alma no exhales por la boca.",alma,exhales,2
Bocangel_leandro.xml,"Tal era el templo, ahora venerable más por rüina que lo fue por templo; jamás le retrató la mar instable, porque ni aun de ese modo tuvo ejemplo.",templo,venerable,3
Bocangel_leandro.xml,Huella el templo inmortal número amante que deja todo número excedido.,templo,amante,3
Bocangel_leandro.xml,"Hero, sol de beldad mudo y triunfante, su cielo ostenta, en vano pretendido; no es el amor, mas es tan semejante que, si tuviera amor, fuera Cupido; rígida piedra que en la oculta llama se hiela, mas también el hielo inflama.",sol,mudo,3
Bocangel_leandro.xml,"Hero, sol de beldad mudo y triunfante, su cielo ostenta, en vano pretendido; no es el amor, mas es tan semejante que, si tuviera amor, fuera Cupido; rígida piedra que en la oculta llama se hiela, mas también el hielo inflama.",cielo,pretendido,5
Bocangel_leandro.xml,"Fuerza de luz intolerable abraza su rostro, cuidadosamente inculto; en sagrados retiros se disfraza, cediendo a Venus ministerio y culto; ya su mano la víctima embaraza delante de uno y otro sacro bulto, y, mientras el solemne oficio emprende, la atienden todos, mas a nadie atiende.",rostro,inculto,3
Bocangel_leandro.xml,"El corazón, bañado de recelo, la dibujó el afecto en la mejilla; tiembla el brazo, la fiera le barrunta, y el miedo por la víctima pregunta.",corazón,bañado,2
Bocangel_leandro.xml,"Digiérese en la llama el sacrificio, y la sacerdotal venda depone la ninfa; luego, con afable indicio, mezclada al pueblo, al pueblo se propone; todos la miran, y el exceso o vicio del que la mira mal muda y compone; bien que, si en el delito persevera, fiera se finge, mas agrada fiera.",miran,Digiérese,32
Bocangel_leandro.xml,"Digiérese en la llama el sacrificio, y la sacerdotal venda depone la ninfa; luego, con afable indicio, mezclada al pueblo, al pueblo se propone; todos la miran, y el exceso o vicio del que la mira mal muda y compone; bien que, si en el delito persevera, fiera se finge, mas agrada fiera.",indicio,mezclada,2
Bocangel_leandro.xml,"Digiérese en la llama el sacrificio, y la sacerdotal venda depone la ninfa; luego, con afable indicio, mezclada al pueblo, al pueblo se propone; todos la miran, y el exceso o vicio del que la mira mal muda y compone; bien que, si en el delito persevera, fiera se finge, mas agrada fiera.",mira,muda,2
Bocangel_leandro.xml,"No le dejaron ser vulgar, ni ajeno, el mérito, el semblante y la estatura a Leandro; bebió cuanto veneno el áspid le brindó de la hermosura; quiso hablar, y un suspiro como trueno del rayo de la voz salir procura; ninguno sale, que ambos se mezclaron y después indistintos se escucharon.",suspiro,procura,9
Bocangel_leandro.xml,"Así el amante, hidrópico de fuego, tácito se consume, como activo; sirve la turbación de cauto ruego, y el desmayo produce efecto vivo.",amante,hidrópico,2
Bocangel_leandro.xml,"Traen el fuego de amor ojos audaces, y débiles le entregan al deseo; éste, que ve sus centros incapaces, se le da a la esperanza por trofeo.",fuego,audaces,4
Bocangel_leandro.xml,"Quiere la ninfa hablar, y se avergüenza, de rudeza elocuente detenida; pero acaba el amor, si ella comienza, y habla el alma en la lengua enmudecida.",rudeza,detenida,2
Bocangel_leandro.xml,"El sol, dejando su zafir ya oscuro, en el mar su hermosura retrataba, que, siendo dios, aún quiere que se siga la lisonja inmediata a la fatiga.",zafir,oscuro,2
Bocangel_leandro.xml,"Del mérito mayor alta asechanza es tu valor sublime, el rostro tuyo; amor te pide amor, y, si le alcanza, el ser tuyo no más quiere de suyo; quiere morir con sola la esperanza de que te agrade si la vida excluyo.",asechanza,mayor,2
Bocangel_leandro.xml,"Del mérito mayor alta asechanza es tu valor sublime, el rostro tuyo; amor te pide amor, y, si le alcanza, el ser tuyo no más quiere de suyo; quiere morir con sola la esperanza de que te agrade si la vida excluyo.",mérito,asechanza,3
Bocangel_leandro.xml,"Cóbrase al fin, y el decorado manto preso del joven y su mano mira, vela de amor que, en golfo de su llanto, hinchada a soplos de anhelar respira.",golfo,hinchada,5
Bocangel_leandro.xml,"«Huésped —le dice—, ¿qué locura inflama tu amor, más afectada que precisa?",locura,afectada,6
Bocangel_leandro.xml,En muda pompa y solitaria almena sierva de antiguo pelo al sol me esconde.,pompa,almena,3
Bocangel_leandro.xml,En muda pompa y solitaria almena sierva de antiguo pelo al sol me esconde.,pompa,sierva,4
Bocangel_leandro.xml,"Respuesta más retórica que clara previene el joven, desatando un hielo; pende en su labio, adustamente frío, del veneno de amor melifluo río.",Respuesta,retórica,2
Bocangel_leandro.xml,"Fulminarás a la tiniebla ciega con luz nocturna, norte a mi deseo, que a Sesto me conduzca desde Abido, ladrón esposo, intrépido marido.",luz,norte,3
Bocangel_leandro.xml,"» Así se originó la boda infausta, y, negando, la virgen la consiente, por quien, ya del amor la aljaba exhausta, ministra sólo amagos, flechas miente.",ministra,amagos,2
Bocangel_leandro.xml,"Así de flor y fruto se enriquece, que ciudades de olor labra al desierto Dédalo abril de un verde laberinto, ni sale de él ni de él se ve distinto.",ciudades,labra,3
Bocangel_leandro.xml,"Música turba de volantes flores viste al aire dulcísimo concento, mostrando inteligencia a sus amores, con grato aplauso suspendido el viento; aladas flores son los ruiseñores, las flores, mudas aves; allí, atento, se desvela el sentido, y aún no sabe si es canora la flor, fragante el ave.",aire,concento,2
Bocangel_leandro.xml,"¡Triste de aquel que, en un martirio largo, le da un caduco bien veneno amargo! Así vive Leandro, si es que vive, lástima igual del sol y de su ausencia; nuevo Fénix de amor, muere y revive de su funesto mal, de su paciencia.",caduco,veneno,2
Bocangel_leandro.xml,"Mira el joven audaz, mira y aún duda el rayo amante amado de la torre; para luego la vista, el paso muda y a sus incendios breve el mar socorre.",rayo,amado,2
Bocangel_leandro.xml,"No al consorcio legal culto poeta festivo entona epitalamios graves; de aves canta no más turba imperfeta, que fueron ya tragedias y son aves, cuando del ocio de la noche quieta nace la aurora, y las doradas llaves de la prisión de Febo, ya impaciente, a las puertas aplica del Oriente.",consorcio,culto,2
Bocangel_leandro.xml,"No al consorcio legal culto poeta festivo entona epitalamios graves; de aves canta no más turba imperfeta, que fueron ya tragedias y son aves, cuando del ocio de la noche quieta nace la aurora, y las doradas llaves de la prisión de Febo, ya impaciente, a las puertas aplica del Oriente.",llaves,impaciente,8
Bocangel_leandro.xml,"Hero navega en golfo más incierto, y más peligra en dudas desde el puerto.",golfo,incierto,2
Bocangel_leandro.xml,"Del renaciente invierno entonces era madre la tempestad y padre el hielo; cuando el piloto aún teme en la ribera, enfrena el curso y escudriña el cielo; cuando el pastor se viste de la fiera, la fiera y ave encogen curso y vuelo: en todos es tirano el yerto frío y en dos amantes almas el estío.",fiera,encogen,6
Bocangel_leandro.xml,"Del renaciente invierno entonces era madre la tempestad y padre el hielo; cuando el piloto aún teme en la ribera, enfrena el curso y escudriña el cielo; cuando el pastor se viste de la fiera, la fiera y ave encogen curso y vuelo: en todos es tirano el yerto frío y en dos amantes almas el estío.",fiera,curso,7
Bocangel_leandro.xml,"El agua lucha con amante fuego, cada cual con su adverso enfurecido; ábrese el mar, y del infierno ciego salen las Furias y se toca el ruido; la tempestad sonora tronca el mego del joven, muy devoto y nada oído; vuelve la media voz a su despecho a rimbombar los cóncavos del pecho.",joven,devoto,3
Bocangel_leandro.xml,"Vuela la ardiente arena y se traslada a ser del aire momentánea sierra, que tahta tempestad busca morada (que es poca la del mar) sobre la tierra; la luz, que a la tiniebla estar mezclada suele, de la tiniebla se destierra.",aire,sierra,2
Bocangel_leandro.xml,"Cárdeno el joven, contrastado y laso, llevar se deja ya, más no se mueve; bebe la muerte en proceloso vaso, y bebe sed de vaso que no bebe de aquella ninfa que, al farol escaso, contra los vientos da socorro leve; aplica el manto y la nevada mano, mas la nieve a la luz se opone en vano.",joven,contrastado,2
Bocangel_leandro.xml,"Cárdeno el joven, contrastado y laso, llevar se deja ya, más no se mueve; bebe la muerte en proceloso vaso, y bebe sed de vaso que no bebe de aquella ninfa que, al farol escaso, contra los vientos da socorro leve; aplica el manto y la nevada mano, mas la nieve a la luz se opone en vano.",manto,mano,4
Bocangel_leandro.xml,"Muere el hacha indefensa que, encendida, émula fue del ceño de Dïana; fiero presagio de una y otra vida, por más que le desmienta la mañana, cuya luz, a la luz sustitüida mostró la selva de Anfitrite cana, los amantes mostró, que, insensitivos, ni muertos yacen ni consisten vivos.",ceño,fiero,4
Bocangel_leandro.xml,"¡Oh, cómo es mucha en el cadáver noble la muerte, todo de ella dibujado! ¡Oh, cómo en Hero ejerce furia doble! ¡Cuánto a lo vivo cede lo pintado!",Cuánto,vivo,3
Bocangel_leandro.xml,"Agradézcote el lauro postrimero que me das con tu muerte de constante; aunque pisaste el Báratro primero, mayor le miro en tu fatal semblante; menos si dulce, mas tan vivo y fiero, gozo en tus ojos el incendio amante; y ya, para imitar muerte tan alta, no fenecer, sólo faltar me falta».",muerte,alta,2
Carrillo_acis.xml,"Argumento de la fábula, por su hermano don Alonso Carrillo De viva peña asientos ocupaban la blanca Galatea y Scila hermosa, bramando el Etna lo que apenas daban, tiernas quejas oyó de voz llorosa.",blanca,hermosa,4
Carrillo_acis.xml,"La fábula De cuál era marfil, la blanca mano o el peine que entre el oro discurría; o si era el sol aquél que el océano de sus hermosos rayos lo vestía, o aquél que, altivo, del Titón anciano la blanca esposa, pálido, seguía, dudoso el Etna, aun detenia en su falda abrazadas las perlas de esmeralda.",blanca,pálido,3
Carrillo_acis.xml,"""Más que la blanca nieve intacta y pura, una pequeña cueva se mostraba —segunda a mi Acis bello en hermosura— que la azul Anfitrite coronaba.",nieve,bello,15
Carrillo_acis.xml,"""Más lazos que aquel olmo levantado recibe de su yedra, ¡oh Scila mía!, con más que ciñe aqueste verde prado de su corriente arroyo el agua fría, mi cuello enlazó Acis, que, enredado, esconderse en mí el triste parecía; en dulce lucha y amoroso juego, dieron al corazón las lenguas fuego.",lazos,prado,22
Carrillo_acis.xml,""" Venció, en fin, la memoria, y coronados de perlas Galatea entrambos ojos, sobre los hilos de oro derramados, de aljófar Scila vio varios despojos; ablandó, cual discreta, sus cuidados, venció con sus razones sus enojos.",hilos,derramados,3
Carrillo_acis.xml,"Yo, triste, que de miedo le negaba aliento al flaco pecho y lengua fría, así escuché la causa de mi muerte cantar mi rostro y lamentar su suerte"": ""No la envidia del cielo, el prado hermoso, ya por mejor color, ya por bordado de hermosas flores, ni con cuello hojoso el ciprés a las nubes encumbrado; no del arroyo aquel color lustroso, ya en aguas libre, ya en cristal atado, ni juntos ciprés, prado, cristal frío, igualan la beldad del dueño mío.",pecho,fría,3
Carrillo_acis.xml,"""No el indomable toro más airado, ni con ancianos brazos extendida, resiste a su pastor, ni al enojado viento resiste más la encina herida; no está más sordo el fiero mar turbado, ni víbora cruel más ofendida, que sorda está, que fiera está y airada, en oyendo mi voz, mi prenda amada.",toro,airado,2
Carrillo_acis.xml,"""No el indomable toro más airado, ni con ancianos brazos extendida, resiste a su pastor, ni al enojado viento resiste más la encina herida; no está más sordo el fiero mar turbado, ni víbora cruel más ofendida, que sorda está, que fiera está y airada, en oyendo mi voz, mi prenda amada.",fiero,turbado,2
Carrillo_acis.xml,"""No al soberbio ladrido el temeroso gamo, ligero tanto, iguala al viento —que los deseos deja, presuroso, atrás, corrido del lebrel exento—, como, al mirarme, el prado del pie hermoso no siente de mi dueño el blando asiento.",gamo,ligero,2
Carrillo_acis.xml,"""Sosiega el rostro de la mar airado con el divino tuyo, ninfa mía; merezca, si lo puede un desdichado, con sólo verte, un rato de alegría; borde tu rostro un campo dilatado de azul cristal, y gloríese este día ser la primera vez que su ancho velo sirve a mi hermoso sol de ser su cielo.",rostro,airado,4
Carrillo_acis.xml,"""Exento del invierno y del verano, parte del monte el alabastro puro puebla, competidor de aquesa mano, del tiempo envidia, cual tu pecho duro; desiguales labores forma ufano, de que serás su dueño ya seguro, y piensa competir, altivo, al cielo, pues lo tiene de ser al sol del suelo.",dueño,seguro,2
Carrillo_acis.xml,"""Envidia del oriente y de la aurora, de pámpanos hermosos coronado, los apacibles olmos bello dora el racimo, a sus ramos abrazado; de rojo y gualda, la copiosa Flora el manzano te ofrece, matizado, y por despojos de tu mano hermosa, guarda el blanco jazmín y abierta rosa.",jazmín,rosa,3
Carrillo_acis.xml,"""Las cobardes castañas, ofendidas de la tardanza de tu blanca mano, segunda vez se esconden de corridas en su amarillo erizo; el verde llano vuelve a guardar las flores producidas, con que un tiempo pensó impedir, ufano —mas mi dicha cruel no lo consiente—, de olor el aire y de beldad su frente.",cobardes,ofendidas,3
Carrillo_acis.xml,"""Las cobardes castañas, ofendidas de la tardanza de tu blanca mano, segunda vez se esconden de corridas en su amarillo erizo; el verde llano vuelve a guardar las flores producidas, con que un tiempo pensó impedir, ufano —mas mi dicha cruel no lo consiente—, de olor el aire y de beldad su frente.",tardanza,mano,4
Carrillo_acis.xml,"""El manso silguerillo, que, alentado, bañándose en el agua, caluroso, compite al ruiseñor el delicado acento, en tono, por mi mal, lloroso, nenias canta a mi muerte; que, si amado el árbol por su canto y más dichoso, al escuchar su voz, mi bien, süave, dudaras cuál es flor o cuál es ave.",agua,caluroso,2
Carrillo_acis.xml,"""El manso silguerillo, que, alentado, bañándose en el agua, caluroso, compite al ruiseñor el delicado acento, en tono, por mi mal, lloroso, nenias canta a mi muerte; que, si amado el árbol por su canto y más dichoso, al escuchar su voz, mi bien, süave, dudaras cuál es flor o cuál es ave.",mal,lloroso,2
Carrillo_acis.xml,"""El manso silguerillo, que, alentado, bañándose en el agua, caluroso, compite al ruiseñor el delicado acento, en tono, por mi mal, lloroso, nenias canta a mi muerte; que, si amado el árbol por su canto y más dichoso, al escuchar su voz, mi bien, süave, dudaras cuál es flor o cuál es ave.",bien,süave,2
Carrillo_acis.xml,"""No fue naturaleza tan avara, antes franca conmigo, de sus bienes; ni es tan rústica, no, mi frente y cara, ni son tan feas mis valientes sienes.",naturaleza,avara,2
Carrillo_acis.xml,"""Sufriera tu desdén, triste, sufriera mis dolores y penas inmortales; si compañía en otros tristes viera, pasáralas; mas ¿quién tan desiguales? ¡Que así tu esquiva mano, que así quiera la causa ser de mis perpetuos males! ¡Ay, yedra ingrata, a muro ajeno asida! ¡Y, ay, paciencia, más larga que mi vida! ""Arda en tus ojos él, arda en tu pecho; que él sentirá de aqueste brazo airado la furia que gobierna a su despecho, lo que un cíclope puede desdeñado.",paciencia,larga,3
Carrillo_acis.xml,"Aquéste el lugar fue donde le vieron para no verle más mis tristes ojos, y ésta, la fuente hermosa y cristal frío, amarga siempre por el llanto mío.",fuente,frío,4
Cetina_amorpsique.xml,"—“En el yermo más solo y ascondido dejalda sola” —en su respuesta explica— “llevadla como a muerta, que marido mortal no debe haber —le certifica—, mas un dios volador, desnudo y ciego, que el mundo abrasa con ponzoña y fuego”.",yermo,solo,2
Cetina_amorpsique.xml,"—“En el yermo más solo y ascondido dejalda sola” —en su respuesta explica— “llevadla como a muerta, que marido mortal no debe haber —le certifica—, mas un dios volador, desnudo y ciego, que el mundo abrasa con ponzoña y fuego”.",dios,desnudo,3
Cetina_amorpsique.xml,"Los padres con el pueblo y con gran llanto y con fúnebre pompa, extraña, oscura, la llevan al lugar que el ídol santo le dijo destinado a su ventura.",pompa,oscura,4
Cetina_amorpsique.xml,"Las crüeles hermanas, invidiosas de tal prosperidad, sin reposarse, habiendo con maneras cautelosas pensado cómo a Psique han de mostrarse, volviendo a verla, entre mil otras cosas, le aconsejan que quiera asigurarse matando al invisible y fiero esposo, el cual es un dragón muy venenoso.",crüeles,invidiosas,3
Cetina_amorpsique.xml,"Las crüeles hermanas, invidiosas de tal prosperidad, sin reposarse, habiendo con maneras cautelosas pensado cómo a Psique han de mostrarse, volviendo a verla, entre mil otras cosas, le aconsejan que quiera asigurarse matando al invisible y fiero esposo, el cual es un dragón muy venenoso.",maneras,pensado,2
Cetina_amorpsique.xml,"Las crüeles hermanas, invidiosas de tal prosperidad, sin reposarse, habiendo con maneras cautelosas pensado cómo a Psique han de mostrarse, volviendo a verla, entre mil otras cosas, le aconsejan que quiera asigurarse matando al invisible y fiero esposo, el cual es un dragón muy venenoso.",dragón,venenoso,2
Cetina_amorpsique.xml,"Vesla aquí con cuchillo y lumbre ardiente sobre el dormido Amor, con saña rea; mas viendo su beldad clara, eminente, deja de ejecutar obra tan fea.",obra,fea,2
Cetina_amorpsique.xml,finge que con injurias muy villanas Amor la echó de sí con grande afrenta.,injurias,villanas,2
Cetina_amorpsique.xml,"Venus sobre delfines recreando entre tanto se está en el oceano, cuando una palomilla que volando del cielo baja en el salado llano dícele: —“Deja, oh diosa, el ir holgando por el mar, que tu hijo está mal sano; de una gota de aceite y fuego ardiente quemado, llora del dolor que siente”.",aceite,quemado,4
Cetina_amorpsique.xml,"Duélese Ceres de ella y con gemido gran pasión de su destierro tiene, mas por no ir contra Venus la desecha de sí y ni la defiende, ni aprovecha.",pasión,gemido,2
Cetina_amorpsique.xml,"Abierta, entró en un sueño muy profundo.",sueño,profundo,2
Cetina_amorpsique.xml,El águila de Júpiter volante tiene en el pico el fuego fiero ardiente; Mercurio en el celeste territorio todos los dioses llama a consistorio.,águila,volante,3
Cetina_amorpsique.xml,El águila de Júpiter volante tiene en el pico el fuego fiero ardiente; Mercurio en el celeste territorio todos los dioses llama a consistorio.,fuego,ardiente,2
Cetina_amorpsique.xml,"Bodas hacen espléndidas, reales, con fiesta, pompa, fasto y gran riqueza; y el dios perseguidor de los mortales hace olvidar a Psique su tristeza.",espléndidas,reales,2
Cetina_amorpsique.xml,"Las deas y los dioses inmortales admirados están de su belleza; mientra a la mesa son, esparcen flores las Horas, con mil suertes de colores.",dioses,admirados,2
Espinosa_genil.xml,"También entre las ondas fuego enciendes, Amor, como en la esfera de tu fuego, y a los dioses de escarcha también prendes como a Vulcano, con lascivo juego; del sacro Olimpo a Júpiter deciendes y a Febo dejas sin su lumbre, ciego, y a Marte pones, con infame prueba, que de tu madre las palabras beba.",ondas,enciendes,2
Espinosa_genil.xml,"De una concha una cítara sonante con destrísimos dedos va tocando; paró el agua a su queja, y, por oílla, los sauces se inclinaron a la orilla: «Vosotras, que miráis mi fuego ardiente, seréis —dice— testigos de mi pena y del rigor y término inclemente de la que está de gracia y desdén llena.",rigor,inclemente,3
Espinosa_genil.xml,"Vestida está mi margen de espadaña y de viciosos apios y mastranto, y el agua, clara como el ámbar, baña troncos de mirtos y de lauro santo.",agua,clara,2
Espinosa_genil.xml,"No hay en mi margen silbadora caña ni adelfa, mas violetas y amaranto, de donde llevan flores en las faldas para hacer las hénides guirnaldas.",margen,caña,2
Espinosa_genil.xml,"Hay blancos lirios, verdes mirabeles y azules, guarnecidos alhelíes, y allí las clavellinas y claveles parecen sementera de rubíes.",blancos,alhelíes,9
Espinosa_genil.xml,"Yo, cuando salgo de mis grutas hondas, estoy de frescos palios cobijado, y entre nácares crespos de redondas perlas mi margen veo estar honrado.",frescos,cobijado,2
Espinosa_genil.xml,"Ve que son plata lisa los umbrales; claros diamantes las lucientes puertas, ricas de clavazones de corales y de pequeños nácares cubiertas; ve que rayos de luces inmortales dan, y que están de par en par abiertas, y los quiciales, de oro muy rollizo, que muestran el poder de quien los hizo.",oro,rollizo,2
Espinosa_genil.xml,"De suelos pardos, de mohosos techos, hay docientas hondísimas alcobas, y de menudos juncos verdes lechos, y encima, colchas de pintadas tobas.",docientas,alcobas,2
Espinosa_genil.xml,"De suelos pardos, de mohosos techos, hay docientas hondísimas alcobas, y de menudos juncos verdes lechos, y encima, colchas de pintadas tobas.",menudos,verdes,2
Espinosa_genil.xml,"El venerable viejo dios del río aquí con santa majestad se asienta, reclinado en dos urnas relucientes, que son los caños de abundantes fuentes.",dios,venerable,2
Espinosa_genil.xml,"Como cuando en solícitos tropeles, por mayor majestad de sus castillos ricos de olor, vestidos de doseles, entre selvajes cercas de tomillos, guardando rubias perezosas mieles en urnas de panales amarillos, se oyeron las abejas en escuadra, así el rumor por la soberbia cuadra.",solícitos,vestidos,13
Espinosa_genil.xml,"Lágrimas tibias de tus luces bellas llueves en tanto que Genil te imita, oh Cínaris, mas todas tus querellas Betis mirando, el caso facilita; que el melindre que es dado a las doncellas piensa que el libre espíritu te quita, y así, queriendo un monte hacer llano, la mano de Genil puso en tu mano.",luces,llueves,2
Espinosa_genil.xml,"Llenos de envidia noble se levantan los dioses del sagrado coliseo, y con las lenguas de agua dulce cantan alegres: ¡Himeneo!, ¡Himeneo! Mas de improviso, sin pensar, se espantan, porque la ninfa, viendo el caso feo, y su virginidad así oprimida, quedó, llorando, en agua convertida.",virginidad,oprimida,2
Gongora_piramotisbe.xml,"Píramo, fueron, y Tisbe, los que en verso hizo culto el licenciado Nasón, bien romo o bien narigudo, dejar el dulce candor lastimosamente obscuro al (que túmulo de seda fue, de los dos casquilucios) moral que los hospedó, y fue condenado al punto, si del Tigris no en raíces, de los amantes, en fructos.",dulce,obscuro,3
Gongora_piramotisbe.xml,"Estos, pues, dos babilonios vecinos nacieron, mucho, y tanto, que una pared de oídos no muy agudos, en los años de su infancia, oyó a las cunas los tumbos, a los niños los gorjeos, y a las amas los arrullos; oyólos, y aquellos días tan bien la audiencia le supo, que años después se hizo rajas en servicio suyo.",pared,agudos,5
Gongora_piramotisbe.xml,"Libertad dice llorada el corvo süave yugo de unas cejas, cuyos arcos no serenaron diluvios.",corvo,yugo,2
Gongora_piramotisbe.xml,"De plata bruñida, era, proporcionado cañuto, el órgano de la voz, la cerbatana del gusto.",órgano,proporcionado,4
